2902130491,2019-11-30T08:16:54Z,2140,2098,33201149
2898343509,2019-11-28T13:08:47Z,4208,3729,33201149
2895227325,2019-11-27T06:47:29Z,3368,3160,33201149
2889322355,2019-11-24T14:04:10Z,1474,1474,33201149
2886068999,2019-11-23T09:57:38Z,3132,2966,33201149
2873187083,2019-11-17T12:42:57Z,3769,3688,33201149
2857742523,2019-11-11T07:54:23Z,3492,3462,33201149
2853371105,2019-11-09T09:03:50Z,14209,12641,33201149
2839494367,2019-11-03T09:14:32Z,19309,16134,33201149
2839354414,2019-11-02T08:35:35Z,30756,23136,33201149
2796210740,2019-10-17T09:26:00Z,1375,1329,33201149
2788957883,2019-10-14T10:42:42Z,3590,3263,33201149
2779144834,2019-10-10T15:51:33Z,6377,5689,33201149
2755635779,2019-10-01T14:19:29Z,3657,3395,33201149
2750535546,2019-09-29T12:09:52Z,3443,3039,33201149
2709218631,2019-09-14T16:00:08Z,8032,7321,33201149
