AthleteId,ActivityId,SegmentId
19818831,4203824718,5793127
19818831,4203824718,8960746
19818831,4203824718,9744043
19818831,4238082336,20583178
19818831,4230948217,1231201
19818831,4230948217,18195161
19818831,4230948217,15518076
19818831,4230948217,18045247
19818831,4230948217,10750561
19818831,4230948217,9789271
19818831,4230948217,9665735
19818831,4230948217,9154340
19818831,4230948217,15506915
19818831,4230948217,9519567
19818831,4230948217,7455413
19818831,4230948217,6893153
19818831,4230948217,6834665
19818831,4230948217,9680276
19818831,4230948217,6893141
19818831,4230948217,23553629
19818831,4213808007,16476131
19818831,4213808007,825996
19818831,4213808007,2311411
19818831,4213808007,1898817
19818831,4213808007,16983656
19818831,4213808007,20378140
4213808007,2766.500000,12114985
19818831,4213808007,15444154
19818831,4213808007,989548
19818831,4213808007,989557
19818831,4213808007,4893977
19818831,4213808007,4893993
19818831,4213808007,989568
19818831,4213808007,7025157
4213808007,6037.300000,24832737
19818831,4213808007,986289
19818831,4213808007,989576
19818831,4213808007,19008945
19818831,4213808007,1898639
19818831,4203824718,24411198
19818831,4203824718,989580
19818831,4203824718,2360231
19818831,4213808007,20718197
19818831,4203824718,17849141
19818831,4203824718,15255868
19818831,4203824718,2324764
19818831,4203824718,24277164
19818831,4203824718,7339310
19818831,4213808007,16138081
19818831,4213808007,5792661
19818831,4213808007,7561399
19818831,4213808007,13317934
19818831,4213808007,18571988
19818831,4203824718,3797288
19818831,4203824718,2063103
19818831,4203824718,3904514
